"","approx_year_built","cats_allowed","common_charges","coop_condo","dining_room_type","dogs_allowed","full_address_or_zip_code","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","zip_codes"
"453",1965,"yes",NA,"co-op",NA,"yes","102-30 66 Rd,  Forest Hills NY, 11375","yes","combo","$1,448 ",2,2,NA,4,"$140",NA,"$625,000 ",NA,NA,92,"11375"
"454",1965,"yes",NA,"co-op",NA,"yes","102-30 66 Rd,  Forest Hills NY, 11375","Yes","Combo","$1,448 ",2,2,NA,4,"$140",NA,"$625,000 ",NA,NA,92,"11375"
"455",1955,"no",NA,"co-op","other","no","102-55 67th Dr,  Forest Hills NY, 11375","Yes","eat in","$777",2,1,NA,4,NA,50,"$369,000 ",NA,NA,94,"11375"
"456",1964,"no",NA,"co-op","combo","no","70-25 Yellowstone Blvd,  Forest Hills NY, 11375",NA,"Combo","$885",1,1,NA,3,NA,NA,"$275,000 ",NA,NA,97,"11375"
"457",1950,"no",NA,"co-op","formal","no","Address Not Available Jackson Heights NY, 11372",NA,"eat in","$783",2,1,NA,4,NA,NA,"$324,000 ",NA,NA,95,"11372"
"458",1961,"no",NA,"co-op","combo","no","160-10 89th Ave,  Jamaica NY, 11432","yes","efficiency","$880",1,1,NA,4,NA,NA,"$103,000 ",NA,NA,99,"11432"
"459",1974,"no",NA,"co-op","formal","no","118-18 Union Tpke,  Kew Gardens NY, 11415",NA,"efficiency","$1,141 ",2,1,NA,5,"$115",50,"$388,000 ",950,NA,93,"11415"
"460",1938,"no",NA,"co-op","other","no","112-50 78th Ave,  Forest Hills NY, 11375","Yes","efficiency","$710",1,1,NA,3,NA,NA,"$245,000 ",NA,NA,93,"11375"
"461",1948,"yes",NA,"co-op","other","yes","72-11 110 St,  Forest Hills NY, 11375",NA,"combo","$520",1,1,NA,2,NA,NA,"$175,000 ",NA,NA,99,"11375"
"462",1948,"yes",NA,"co-op",NA,"yes","72-11 110 St,  Forest Hills NY, 11375",NA,"Combo","$520",0,1,NA,2,NA,NA,"$175,000 ",NA,NA,99,"11375"
"463",2011,"no","$560","condo","combo","no","40-28 College Point Blvd,  Flushing NY, 11354",NA,"efficiency",NA,1,1,NA,3,NA,NA,"$720,000 ",NA,"$150",95,"11354"
"464",1960,"yes","$829","co-op","combo","yes","67-47 223rd Pl,  Oakland Gardens NY, 11364",NA,"eat in",NA,2,1,NA,5,"$55",NA,"$265,000 ",NA,NA,70,"11364"
"465",1955,"no",NA,"co-op",NA,"no","226-03 88th Ave,  Queens Village NY, 11427",NA,"eat in","$801",3,1,NA,5,NA,65,"$215,000 ",NA,NA,72,"11427"
"466",1961,"no","$312","condo","combo","no","41-07 Bowne St,  Flushing NY, 11355",NA,"Combo","$1,251 ",1,1,NA,5,NA,NA,"$420,000 ",NA,"$1,521 ",98,"11355"
"467",1963,"no",NA,"co-op",NA,"no","125-10 Queens Blvd,  Kew Gardens NY, 11415","Yes","Combo","$1,093 ",1,1,NA,4,NA,NA,"$179,000 ",NA,NA,91,"11415"
"468",2008,"yes","$240","condo","combo","yes","30-27 30th St,  Astoria NY, 11102","Yes","Combo",NA,2,2,NA,4,NA,NA,"$740,000 ",831,"$241",95,"11102"
"469",1938,"yes",NA,"co-op",NA,"yes","48-50 44th Street, Woodside, NY 11377",NA,"efficiency","$679",1,1,NA,3,"$139",20,"$190,000 ",NA,NA,96,"11377"
"470",1962,"no",NA,"co-op","combo","no","220-55 46th Ave,  Bayside NY, 11361",NA,"eat in",NA,0,1,NA,3,NA,NA,"$180,000 ",630,NA,93,"11361"
"471",1955,"yes",NA,"co-op","formal","no","252-30 63rd Ave,  Little Neck NY, 11362",NA,"efficiency","$957",3,1,NA,6,NA,NA,"$310,000 ",NA,NA,67,"11362"
"472",1964,"no",NA,"co-op","other","no","42-30 Douglaston Pky,  Douglaston NY, 11363",NA,"efficiency","$865",2,1,NA,5,NA,50,"$390,000 ",NA,"$5,700 ",68,"11363"
"473",1954,"no",NA,"co-op","formal","no","84-50 169th St, Jamaica Estates NY, 11432","yes","combo","$678",1,1,NA,6,"$85",45,"$135,000 ",NA,NA,83,"11432"
"474",NA,"no",NA,"co-op","combo","no","170-06 Crocheron Ave,  Flushing NY, 11358",NA,"eat in","$540",1,1,NA,3,NA,NA,"$240,000 ",NA,NA,86,"11358"
"475",1950,"no","$429","co-op","formal","no","213-06 75th Ave,  Oakland Gardens NY, 11364","Yes","eat in",NA,2,1,NA,5,"$86",NA,"$300,000 ",NA,"$307",42,"11364"
"476",1982,"yes",NA,"condo","formal","no","1 Bay Club Drive,  Bayside NY, 11360",NA,"Combo","$650",1,1,1,4,"$99",NA,"$617,000 ",950,"$4,000 ",82,"11360"
"477",1958,"no",NA,"co-op","formal","no","32-45 88th St,  E. Elmhurst NY, 11369","Yes","efficiency","$685",2,1,NA,4,NA,38,"$255,000 ",950,NA,93,"11369"
"478",NA,"yes",NA,"co-op",NA,"yes","74-63 220th Street,  Bayside NY, 11364",NA,"eat in","$746",2,1,NA,4,NA,NA,"$258,000 ",NA,NA,70,"11364"
"479",1950,"yes",NA,"co-op",NA,"no","199-45 22nd Ave,  Whitestone NY, 11357",NA,"eat in","$879",2,1,NA,4,NA,NA,"$254,000 ",NA,NA,75,"11357"
"480",1964,"yes",NA,"co-op","combo","no","241-20 Northern Blvd,  Douglaston NY, 11362",NA,"efficiency","$986",2,1,NA,4,NA,57,"$250,000 ",NA,NA,80,"11362"
"481",1960,"yes",NA,"co-op","formal","no","209-25 18th Ave,  Bayside NY, 11360",NA,"eat in","$1,008 ",2,1,NA,5,"$20",NA,"$315,000 ",1200,NA,70,"11360"
"482",1975,"no",NA,"co-op","formal","no","269-10 Grand Central Pky,  Floral Park NY, 11005","Yes","eat in","$4,659 ",3,3,1,6,"$145",50,"$999,999 ",2489,NA,54,"11005"
"483",1986,"no","$590","condo","combo","no","128-05 Pearl Rd, College Point NY, 11356","yes","eat in",NA,3,2,1,7,NA,NA,"$576,000 ",1633,"$3,000 ",64,"11356"
"484",1982,"no","$727","condo","formal","no","2 Bay Club Dr,  Bayside NY, 11360",NA,"eat in",NA,2,2,NA,5,NA,NA,"$725,000 ",NA,"$4,012 ",69,"11360"
"485",1960,"no",NA,"co-op",NA,"no","18-75 Corporal Kennedy St,  Bayside NY, 11360",NA,"eat in","$1,325 ",2,2,NA,5,"$26",NA,"$305,000 ",1200,NA,69,"11360"
"486",1989,"yes","$534","condo",NA,"yes","25-40 Shore Blvd,  Astoria NY, 11102","Yes","efficiency",NA,2,2,NA,6,NA,NA,"$650,000 ",886,"$2,580 ",81,"11102"
"487",1950,"yes",NA,"co-op",NA,"no","249-44 60th Ave,  Little Neck NY, 11362",NA,"eat in","$673",1,1,NA,3,NA,NA,"$157,000 ",NA,NA,82,"11362"
"488",2016,"yes",NA,"condo","combo","yes","131-05 40th Rd,  Flushing NY, 11354",NA,"efficiency",NA,1,1,NA,2,NA,NA,"$701,888 ",765,"$4,474 ",92,"11354"
"489",1942,"no","$470","condo",NA,"no","19-45 80th Street,  E. Elmhurst NY, 11370",NA,"eat in",NA,1,1,NA,3,NA,NA,"$425,000 ",679,"$1,783 ",70,"11370"
"490",1977,"yes","$191","condo",NA,"yes","78-04 153rd Ave,  Howard Beach NY, 11414",NA,"efficiency",NA,0,1,NA,2,"$80",NA,"$129,700 ",NA,"$1,216 ",73,"11414"
"491",2012,"no","$300","condo",NA,"no","43-12 214th Place, Bayside, NY 11361",NA,"combo",NA,2,2,NA,5,NA,NA,"$650,000 ",990,"$100",93,"11361"
"492",1950,"no",NA,"co-op","combo","no","215-43 48 Ave,  Bayside NY, 11364",NA,"efficiency","$713",1,1,NA,4,NA,NA,"$195,500 ",NA,NA,88,"11364"
"493",2016,"yes","$438","condo",NA,"yes","29-14 Newtown Ave,  Astoria NY, 11102",NA,"Combo",NA,1,1,NA,4,NA,NA,"$775,000 ",NA,"$28",96,"11102"
"494",1958,"no",NA,"co-op","formal","no","Address Not Available Beechhurst NY, 11357",NA,"eat in","$1,700 ",3,2,NA,6,"$100",NA,"$700,000 ",2200,NA,45,"11357"
"495",1950,"no",NA,"co-op","combo","no","83-85 Woodhaven,  Woodhaven NY, 11421",NA,"efficiency","$448",1,1,NA,3,NA,NA,"$130,000 ",NA,NA,73,"11421"
"496",1952,"yes",NA,"co-op","formal","no","246-65 57th Drive, Little Neck, NY 11362",NA,"eat in","$989",2,1,NA,5,NA,NA,"$293,800 ",NA,NA,77,"11362"
"497",1988,"yes","$490","condo","combo","yes","62-54 97th Pl,  Rego Park NY, 11374","yes","combo",NA,1,1,NA,3,"$50",NA,"$485,000 ",NA,"$2,224 ",96,"11374"
"498",1989,"yes","$327","condo",NA,"yes","25-40 Shore Blvd,  Astoria NY, 11102",NA,"efficiency",NA,0,1,NA,2,NA,NA,"$385,000 ",NA,"$1,042 ",81,"11102"
"499",1969,"no",NA,"co-op","combo","no","18-15 215 St,  Bayside NY, 11360","yes","efficiency","$736",1,1,NA,3,"$135",NA,"$245,000 ",700,NA,76,"11360"
"500",2007,"no","$218","condo",NA,"no","25-69 38th St,  Long Island City NY, 11101",NA,"Combo",NA,1,1,NA,3,NA,25,"$480,000 ",2338,"$25",95,"11101"
"501",1922,"yes",NA,"co-op","formal","yes","34-50 80 St, Jackson Heights, NY 11372",NA,"efficiency","$885",3,2,NA,6,NA,25,"$692,000 ",1300,NA,97,"11372"
"502",1922,"yes",NA,"co-op","formal","yes","34-50 80 St,  Jackson Heights NY, 11372",NA,"efficiency","$885",3,2,NA,6,NA,25,"$692,000 ",1300,NA,97,"11372"
"503",2003,"no","$426","condo","formal","no","94-20 Magnolia Ct,  Ozone Park NY, 11417",NA,"efficiency",NA,2,2,NA,5,"$30",NA,"$465,000 ",NA,"$945",81,"11417"
"504",1955,"no",NA,"co-op",NA,"no","67-50 Thornton Pl,  Forest Hills NY, 11375",NA,"efficiency","$418",1,1,NA,2,NA,NA,"$159,500 ",NA,NA,89,"11375"
"505",1960,"no",NA,"co-op","combo","no","78-37 Main St,  Kew Garden Hills NY, 11367",NA,"efficiency","$639",1,1,NA,4,NA,NA,"$164,900 ",730,NA,90,"11367"
"506",1992,"yes","$345","condo","formal","yes","54-09 108th Street, Corona, NY 11368","yes","eat in",NA,1,1,NA,4,"$100",NA,"$375,000 ",735,"$2,800 ",91,"11368"
"507",1958,"no",NA,"co-op","combo","no","33-04 93 Street, Jackson Heights, NY 11372",NA,"efficiency",NA,1,1,NA,3,NA,NA,"$180,000 ",NA,NA,96,"11372"
"508",1950,"yes",NA,"co-op",NA,"no","251-05 61 Ave,  Little Neck NY, 11362",NA,"efficiency","$687",1,1,NA,3,NA,NA,"$186,000 ",NA,NA,77,"11362"
"509",1955,"no",NA,"co-op","combo","no","3190 140 St.,  Flushing NY, 11354",NA,"eat in","$775",1,1,NA,3,NA,NA,"$169,000 ",NA,NA,95,"11354"
"510",1963,"no","$248","condo","formal","no","152-72 Melbourne Ave,  Flushing NY, 11367",NA,"efficiency",NA,1,1,NA,3,NA,NA,"$280,000 ",544,"$2,178 ",85,"11367"
"511",1951,"no",NA,"co-op","formal","no","33-25 81 St,  Jackson Heights NY, 11372",NA,"eat in","$796",2,1,NA,5,NA,NA,"$350,000 ",850,NA,96,"11372"
"512",1960,"no",NA,"co-op",NA,"no","18-55 Corporal Kennedy St,  Bayside NY, 11360",NA,"eat in","$1,607 ",3,2,NA,6,"$26",NA,"$360,000 ",1500,NA,69,"11360"
"513",1956,"no",NA,"co-op","combo","no","150-11 72nd Rd,  Flushing NY, 11367",NA,"eat in","$627",1,1,NA,3,NA,NA,"$230,000 ",NA,NA,92,"11367"
"514",1955,"yes",NA,"co-op","combo","yes","104-20 68th Dr,  Forest Hills NY, 11375","Yes","efficiency","$850",2,1,NA,4,"$72",50,"$350,000 ",900,NA,94,"11375"
"515",1951,"yes",NA,"co-op","combo","no","141-09 28th Ave,  Flushing NY, 11354",NA,"efficiency","$815",2,1,NA,3,NA,NA,"$235,000 ",NA,NA,86,"11354"
"516",1920,"no",NA,"co-op",NA,"no","115-25 84th Ave,  Kew Gardens NY, 11415",NA,"combo","$800",2,1,NA,4,NA,NA,"$275,000 ",1000,NA,87,"11415"
"517",1953,"yes",NA,"co-op","combo","no","57-09 246th Cres,  Douglaston NY, 11362",NA,"efficiency","$776",1,1,NA,3,NA,35,"$193,000 ",NA,NA,76,"11362"
"518",1953,"no",NA,"co-op","combo","no","87-56 Francis Lewis Blvd,  Holliswood NY, 11423","yes","eat in","$599",1,1,NA,3,"$40",NA,"$92,000 ",750,NA,82,"11423"
"519",1958,"no",NA,"co-op","other","no","172-70 Highland Ave,  Jamaica Estates NY, 11432","Yes","efficiency","$755",1,1,NA,4,"$106",NA,"$131,000 ",700,NA,89,"11432"
"520",1955,"yes",NA,"co-op","formal","yes","65-65 Wetherole Street, Rego Park, NY 11374","yes","efficiency","$1,137 ",2,2,NA,6,"$120",NA,"$408,000 ",1200,NA,94,"11374"
"521",1970,"yes","$70","co-op",NA,"no","18-05 215 St,  Bayside NY, 11360","yes","efficiency","$1,027 ",1,1,NA,4,"$135",NA,"$425,000 ",NA,NA,67,"11360"
"522",1964,"yes",NA,"co-op","combo","yes","61-20 Grand Central Pky,  Forest Hills NY, 11375","yes","efficiency","$1,370 ",2,1,NA,4,NA,NA,"$360,000 ",NA,NA,55,"11375"
"523",1961,"yes",NA,"co-op","combo","no","54-40 Little Neck Pky,  Little Neck NY, 11362",NA,"efficiency","$560",1,1,NA,2,"$95",NA,"$132,500 ",NA,NA,76,"11362"
"524",1950,"no",NA,"co-op",NA,"no","82-35 134th St,  Briarwood NY, 11435",NA,"eat in","$725",2,1,NA,4,"$125",NA,"$216,000 ",NA,NA,83,"11435"
"525",1947,"no",NA,"co-op","formal","no","65-70 Booth St,  Rego Park NY, 11374",NA,"Combo","$680",1,1,NA,5,NA,NA,"$232,500 ",1000,NA,94,"11374"
"526",2010,"no","$158","condo","combo","no","103-02 42nd Ave,  Corona NY, 11368",NA,"Eat In",NA,2,2,NA,5,NA,NA,"$428,000 ",820,"$285",96,"11368"
"527",2006,"no",NA,"condo","combo","no","133-24 41st Ave,  Flushing NY, 11355",NA,"Combo",NA,2,2,NA,4,NA,NA,"$635,000 ",NA,"$70",99,"11355"
"528",1958,"no",NA,"co-op","other","no","33-04 93rd St,  Jackson Heights NY, 11372",NA,"eat in","$659",2,1,1,4,NA,NA,"$310,000 ",NA,NA,96,"11372"
"529",1983,"no","$906","condo","combo","no","1 Bay Clu Dr, Bayside NY, 11360","yes","eatin",NA,2,2,NA,6,"$77",NA,NA,1250,"$3,972 ",82,"11360"
"530",1930,"yes",NA,"co-op",NA,"yes","1 Station Sq, Forest Hills NY, 11375",NA,"combo","$862",1,1,NA,2,NA,NA,NA,450,NA,99,"11375"
"531",1912,"no",NA,"co-op",NA,"no","10 Station Sq,  Forest Hills NY, 11375",NA,"efficiency kitchene","$738",NA,1,NA,2,NA,43,NA,NA,NA,99,"11375"
"532",1953,"yes",NA,"co-op","combo","no","10-01 162nd St,  Beechhurst NY, 11357",NA,"combo","$1,435 ",3,1,NA,5,"$60",39,NA,NA,NA,49,"11357"
"533",1941,"no",NA,"condo","formal","no","100-10 67th Rd,  Forest Hills NY, 11375",NA,"efficiency kitchen",NA,4,1,NA,7,NA,NA,NA,1524,"$5,776 ",94,"11375"
"534",1957,"no","$268","condo",NA,"no","100-25 Queens Blvd,  Forest Hills NY, 11375",NA,"combo",NA,1,1,NA,3,NA,NA,NA,NA,"$2,256 ",95,"11375"
"535",1953,"no",NA,"co-op","combo","no","10-11 162nd St,  Beechhurst NY, 11357",NA,"combo","$1,415 ",3,1,NA,5,"$60",NA,NA,NA,NA,58,"11357"
"536",2004,"no","$185","condo","other","no","102-14 Lewis Ave,  Corona NY, 11368",NA,"eatin",NA,1,1,NA,3,NA,NA,NA,550,"$357",90,"11368"
"537",1955,"no",NA,"co-op","combo","no","102-21 63 Rd,  Forest Hills NY, 11375",NA,"eatin","$804",1,1,NA,3,NA,NA,NA,NA,NA,99,"11375"
"538",1960,"no",NA,"co-op",NA,"yes","102-30 66 Rd,  Forest Hills NY, 11375",NA,"combo","$1,750 ",3,3,NA,6,"$145",50,NA,1650,NA,92,"11375"
"539",1965,"yes",NA,"co-op",NA,"yes","102-30 66 Rd,  Forest Hills NY, 11375","yes","combo","$1,141 ",2,1,NA,4,NA,NA,NA,NA,NA,92,"11375"
"540",1960,"no",NA,"co-op","formal","no","102-30 Queens Blvd,  Forest Hills NY, 11375",NA,"eatin","$1,000 ",2,1,NA,6,NA,NA,NA,1300,NA,96,"11375"
"541",1953,"yes",NA,"co-op","combo","yes","10-24 166 St,  Beechhurst NY, 11357",NA,"combo","$976",1,1,NA,3,"$60",NA,NA,850,NA,58,"11357"
"542",1953,"yes",NA,"co-op","formal","yes","103-25 68 Ave,  Forest Hills NY, 11375","yes","eatin","$1,311 ",3,2,NA,6,"$140",NA,NA,1350,NA,94,"11375"
"543",1955,"yes",NA,"co-op","formal","yes","103-25 68 Ave,  Forest Hills NY, 11375",NA,"eatin","$1,477 ",3,2,NA,6,NA,NA,NA,1350,NA,94,"11375"
"544",1953,"no",NA,"co-op","combo","no","103-25 68th Ave,  Forest Hills NY, 11375",NA,"eatin","$1,072 ",2,1,NA,5,NA,NA,NA,NA,NA,94,"11375"
"545",1955,"yes",NA,"co-op","formal","yes","103-25 68th Ave,  Forest Hills NY, 11375",NA,"eatin","$1,477 ",3,2,NA,6,NA,NA,NA,NA,NA,94,"11375"
"546",1950,"no",NA,"co-op","combo","no","103-26 68th Ave,  Forest Hills NY, 11375",NA,"efficiency kitchen","$683",1,1,NA,0,NA,50,NA,850,NA,94,"11375"
"547",NA,"yes",NA,"co-op","other","no","10-34 166 St,  Whitestone NY, 11357",NA,"eatin","$909",1,1,NA,3,NA,NA,NA,NA,NA,58,"11357"
"548",2006,"no",NA,"condo","other","no","104-31 39th Ave,  Corona NY, 11368",NA,"eatin","$214",2,1,NA,5,NA,NA,NA,NA,"$480",97,"11368"
"549",2009,"yes","$199","condo","combo","yes","104-48 37 Dr, Corona NY, 11368","yes","efficiency kitchen",NA,3,2,NA,6,NA,NA,NA,847,"$500",97,"11368"
"550",2009,"no","$170","condo","combo","yes","104-59 38th Ave,  Corona NY, 11368",NA,"combo",NA,1,1,1,4,NA,NA,NA,592,"$631",96,"11368"
"551",2010,"no","$170","condo","formal","no","104-61 38th Ave,  Corona NY, 11368",NA,"efficiency",NA,2,2,NA,6,NA,NA,NA,860,"$300",96,"11368"
"552",2000,"no","$239","condo",NA,"no","105-05 Otis Ave,  Corona NY, 11368",NA,"eatin",NA,1,1,NA,3,NA,NA,NA,620,"$1,200 ",90,"11368"
"553",1952,"yes",NA,"co-op","combo","no","105-24 64 Rd,  Forest Hills NY, 11375",NA,"eatin","$494",1,1,NA,1,NA,50,NA,500,NA,90,"11375"
"554",1950,"no",NA,"co-op","combo","no","105-24 67 Ave., Forest Hills, NY 11375",NA,"efficiency kitchen","$1,524 ",4,2,NA,8,NA,NA,NA,NA,NA,90,"11375"
"555",1939,"no",NA,"co-op",NA,"no","106-15 Queens Blvd,  Forest Hills NY, 11375","yes","eatin","$909",1,1,NA,3,"$165",50,NA,100,NA,98,"11375"
"556",1996,"no",NA,"co-op","other","no","108-05 Astoria Blvd,  E. Elmhurst NY, 11369",NA,"eatin","$606",1,1,NA,3,NA,NA,NA,NA,NA,83,"11369"
"557",1950,"no",NA,"co-op","other","no","108-05 Astoria Blvd, E. Elmhurst NY, 11369",NA,"efficiency kitchen","$700",1,1,NA,3,NA,NA,NA,NA,NA,83,"11369"
"558",2011,"no","$100","condo","formal","no","108-15 37th Dr.,  Corona NY, 11368",NA,"eatin",NA,3,2,NA,7,NA,NA,NA,NA,"$250",95,"11368"
"559",1939,"yes",NA,"co-op","none","yes","109-14 Ascan Ave,  Forest Hills NY, 11375",NA,"eatin","$854",1,1,NA,3,NA,NA,NA,850,NA,98,"11375"
"560",1927,"no","$274","condo","combo","no","109-18 Lefferts Blvd,  S. Ozone Park NY, 11420",NA,"eatin",NA,1,1,NA,4,NA,NA,NA,NA,"$1,471 ",86,"11420"
"561",1958,"yes",NA,"co-op","combo","no","11-01 162nd St,  Beechhurst NY, 11357",NA,"efficiency","$962",1,1,NA,3,"$60",NA,NA,NA,NA,63,"11357"
"562",1965,"no",NA,"co-op","formal","no","110-11 Queens Blvd,  Forest Hills NY, 11375","yes","eatin","$1,833 ",2,2,NA,5,"$185",NA,NA,1300,NA,99,"11375"
"563",1965,"no",NA,"co-op",NA,"no","110-11 Queens Blvd,  Forest Hills NY, 11375","yes","eatin","$1,493 ",2,2,NA,5,"$185",32,NA,NA,NA,99,"11375"
"564",1964,"no",NA,"co-op","formal","no","110-11 Queens Blvd,  Forest Hills NY, 11375","yes","eatin","$1,001 ",1,1,NA,4,"$185",NA,NA,NA,NA,99,"11375"
"565",1965,"no",NA,"co-op","formal","no","110-11 Queens Blvd,  Forest Hills NY, 11375","yes","efficiency kitchen","$1,240 ",2,1,NA,4,"$185",NA,NA,NA,NA,99,"11375"
"566",1965,"no",NA,"co-op","formal","no","110-11 Queens Blvd,  Forest Hills NY, 11375",NA,"eatin","$1,547 ",2,2,NA,5,"$185",NA,NA,NA,NA,99,"11375"
"567",1965,"no",NA,"co-op",NA,"no","110-11 Queens Blvd, Forest Hills NY, 11375","yes","eatin","$1,949 ",2,2,NA,5,"$185",32,NA,NA,NA,99,"11375"
"568",1965,"no",NA,"co-op","formal","no","110-11 Queens Blvd., Forest Hills, NY 11375",NA,"combo","$1,832 ",2,2,NA,5,NA,NA,NA,1300,NA,99,"11375"
"569",1965,"no",NA,"co-op","formal","no","110-11 Queens Blvd., Forest Hills, NY 11375","yes","eatin","$1,240 ",2,1,NA,4,"$185",NA,NA,NA,NA,99,"11375"
"570",1956,"no",NA,"co-op","formal","no","110-20 71 Rd,  Forest Hills NY, 11375",NA,"eatin","$625",1,1,NA,3,"$150",45,NA,750,NA,97,"11375"
"571",1959,"no",NA,"co-op","combo","no","110-20 71 Rd,  Forest Hills NY, 11375",NA,"combo","$620",1,1,NA,3,NA,NA,NA,NA,NA,97,"11375"
"572",1955,"yes",NA,"co-op","formal","yes","110-20 71st Ave,  Forest Hills NY, 11375",NA,"combo","$629",1,1,NA,3,"$150",NA,NA,NA,NA,97,"11375"
"573",1932,"no",NA,"co-op","combo","no","110-21 73rd. Rd,  Forest Hills NY, 11375",NA,"eatin","$737",1,1,NA,4,NA,40,NA,NA,NA,98,"11375"
"574",1942,"no",NA,"co-op","other","no","110-34 73rd Rd,  Forest Hills NY, 11375",NA,"combo","$700",1,1,NA,3,NA,50,NA,NA,NA,98,"11375"
"575",1951,"yes","$280","condo","combo","yes","110-44 65th Ave,  Forest Hills NY, 11375",NA,"combo",NA,5,2,NA,5,NA,NA,NA,980,"$4,057 ",77,"11375"
"576",1952,"yes",NA,"co-op","combo","yes","110-45 71st Road,  Forest Hills NY, 11375","yes","efficiency kitchen","$651",1,1,NA,3,NA,NA,NA,750,NA,96,"11375"
"577",1951,"no",NA,"co-op","combo","no","110-45 Queens Blvd,  Forest Hills NY, 11375","yes","eatin","$2,128 ",3,2,NA,6,NA,NA,NA,NA,NA,98,"11375"
"578",1940,"no",NA,"co-op","combo","no","110-55 72 Rd,  Forest Hills NY, 11375",NA,"eatin","$570",NA,1,NA,2,NA,NA,NA,NA,NA,98,"11375"
"579",1951,"no","$320","condo","formal","no","110-56 65th Ave,  Forest Hills NY, 11375",NA,"eatin",NA,3,2,1,9,NA,NA,NA,NA,"$4,500 ",94,"11375"
"580",1937,"no",NA,"co-op","combo","no","111-15 75 Ave,  Forest Hills NY, 11375",NA,"efficiency kitchen","$781",1,1,NA,4,NA,NA,NA,850,NA,98,"11375"
"581",1965,"no",NA,"co-op","combo","no","111-20 73 Ave,  Forest Hills NY, 11375",NA,"combo","$656",1,1,NA,3,NA,NA,NA,NA,NA,97,"11375"
"582",2007,"no",NA,"co-op","formal","no","111-20 73rd Ave,  Forest Hills NY, 11375",NA,"eatin",NA,2,1,NA,5,NA,NA,NA,1100,NA,97,"11375"
"583",1949,"no",NA,"co-op","combo","no","111-23 66th Ave, Forest Hills NY, 11375",NA,"efficiency kitchen",NA,1,1,NA,4,NA,NA,NA,NA,"$554",69,"11375"
"584",1950,"no",NA,"co-op",NA,"no","111-27 66 Ave,  Forest Hills NY, 11375",NA,"efficiency",NA,1,1,NA,3,NA,NA,NA,NA,NA,69,"11375"
"585",1936,"no",NA,"co-op","formal","no","111-45 76th Dr,  Forest Hills NY, 11375",NA,"combo","$795",2,1,NA,4,"$255",NA,NA,NA,NA,94,"11375"
"586",1992,"yes","$945","condo","combo","yes","112-01 Queens Blvd,  Forest Hills NY, 11375",NA,"eatin",NA,1,1,1,5,NA,NA,NA,904,"$289",94,"11375"
"587",1992,"yes","$926","condo","formal","yes","112-01 Queens Blvd,  Forest Hills NY, 11375","yes","efficiency kitchen",NA,1,1,1,4,NA,NA,NA,914,"$4,802 ",94,"11375"
"588",NA,"no",NA,"co-op",NA,"no","112-15 72 Rd,  Forest Hills NY, 11375",NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,92,"11375"
"589",2008,"no","$360","condo","combo","no","112-19 39 Ave, Corona NY, 11368",NA,"combo",NA,2,1,1,5,NA,NA,NA,1742,"$269",84,"11368"
"590",2008,"no","$244","condo","combo","no","112-19 39 Ave, Corona NY, 11368",NA,"eatin",NA,2,1,1,5,NA,NA,NA,751,"$288",84,"11368"
"591",1956,"no",NA,"co-op","combo","no","112-20 72 Drive,  Forest Hills NY, 11375",NA,"eatin","$1,329 ",3,2,NA,5,"$142",NA,NA,NA,NA,97,"11375"
"592",1956,"yes",NA,"co-op","other","yes","112-20 72nd Dr,  Forest Hills NY, 11375",NA,"eatin","$1,110 ",2,1,NA,5,"$144",50,NA,NA,NA,97,"11375"
"593",1953,"yes",NA,"co-op","combo","yes","112-20 72nd Drive Dr, Forest Hills NY, 11375",NA,"eatin","$800",1,1,NA,3,NA,NA,NA,NA,NA,97,"11375"
"594",1953,"no",NA,"co-op","combo","no","112-30 Northern Blvd,  Corona NY, 11368",NA,"eatin","$1,050 ",3,1,NA,5,NA,NA,NA,NA,NA,82,"11368"
"595",2006,"no","$139","condo","combo","no","112-31 38 Ave,  Corona NY, 11368",NA,"eatin",NA,1,1,NA,3,NA,NA,NA,NA,"$260",84,"11368"
"596",1950,"no",NA,"co-op",NA,"no","112-50 78 Ave,  Forest Hills NY, 11375",NA,"eatin","$748",1,1,NA,3,NA,42,NA,NA,NA,93,"11375"
"597",1941,"no",NA,"co-op","formal","no","112-50 78th Ave,  Forest Hills NY, 11375",NA,"eatin","$1,636 ",3,2,NA,6,NA,NA,NA,NA,NA,93,"11375"
"598",1940,"yes",NA,"co-op","other","yes","113-14 72 Rd,  Forest Hills NY, 11375","yes","combo","$933",2,1,NA,4,NA,NA,NA,NA,NA,94,"11375"
"599",1941,"yes",NA,"co-op","formal","yes","113-14 72nd Rd, Forest Hills NY, 11375","yes","eatin","$1,285 ",2,1,NA,4,NA,NA,NA,NA,NA,94,"11375"
"600",1941,"no",NA,"co-op","combo","no","114-20 Queens Blvd, Forest Hills NY., 11375",NA,"efficiency kitchen","$1,042 ",2,1,NA,4,NA,75,NA,928,NA,94,"11375"
"601",1928,"yes",NA,"co-op","other","no","115-25 84 Ave,  Kew Gardens NY, 11415",NA,"eatin","$797",2,1,NA,4,NA,50,NA,1000,NA,87,"11415"
